cluster_id,class_auto,subtype_auto,neuropeptide_auto,top_enriched_genes,top_regions,top_dissections
87,NEUR,,CCK CHGA CHGB GRP NAMPT NUCB NXPH UBL UCN VGF proSAAS,"IFNG-AS1, NPSR1-AS1, LINC02218, MROH2A, NPSR1, AC244502.1, SLC9C1, CDCP1, PIWIL1, ERG","Cerebral cortex: 83.9%, Basal forebrain: 12.2%, Hypothalamus: 2.8%","Human ACC: 25.8%, Human A25: 14.5%, Human FI: 11.5%"
88,NEUR,,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,"IFNG-AS1, LINC02218, NPSR1-AS1, NPSR1, CD200R1L, AC244502.1, AC005909.2, IL26, CD36, CDCP1","Cerebral cortex: 92.2%, Basal forebrain: 4.8%, Amygdala: 1.9%","Human MTG: 15.3%, Human Idg: 10.9%, Human FI: 7.9%"
89,NEUR,,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,"AC244502.1, NPSR1-AS1, IFNG-AS1, LINC02218, CD200R1L, CCDC80, LINC02042, CD36, AL161782.1, AC074139.1","Cerebral cortex: 98.1%, Basal forebrain: 1.6%, Amygdala: 0.1%","Human M1C: 40.1%, Human FI: 8.0%, Human S1C: 7.7%"
90,NEUR,,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,"IFNG-AS1, AC244502.1, NPSR1-AS1, CCDC80, CD200R1L, ERG, LINC02218, PDLIM1, BARX2, AC093912.1","Cerebral cortex: 95.7%, Basal forebrain: 3.4%, Hypothalamus: 0.6%","Human M1C: 21.6%, Human FI: 10.5%, Human A25: 9.5%"
91,NEUR,,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,"CD200R1L, NPSR1-AS1, IFNG-AS1, LINC02042, CCDC80, ERG, BARX2, CD200R1L-AS1, TRIM22, PDLIM1","Cerebral cortex: 89.4%, Basal forebrain: 4.7%, Hippocampus: 3.3%","Human MTG: 16.0%, Human Idg: 7.9%, Human TF: 7.8%"
92,NEUR,,CCK CHGA CHGB GRP NAMPT NUCB NXPH UBL UCN VGF proSAAS,"CD200R1L, ERG, IFNG-AS1, NPSR1-AS1, BARX2, LINC02042, AC009081.2, AC129807.1, CD200R1L-AS1, CCDC80","Cerebral cortex: 94.7%, Hippocampus: 2.5%, Basal forebrain: 2.2%","Human MTG: 12.1%, Human Ig: 8.6%, Human A1C: 6.9%"
93,NEUR,,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,"IFNG-AS1, NPSR1-AS1, ERG, CD200R1L, LINC02218, BARX2, CCDC80, IL26, LINC02042, ROBO3","Cerebral cortex: 97.2%, Basal forebrain: 1.1%, Hypothalamus: 0.7%","Human M1C: 28.5%, Human A23: 15.2%, Human A29-A30: 9.3%"
94,NEUR,,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,"IFNG-AS1, CD200R1L, LINC02218, NPSR1-AS1, LINC02042, CCDC80, IL26, BARX2, CD200R1L-AS1, ERG","Cerebral cortex: 94.1%, Hippocampus: 2.6%, Amygdala: 2.0%","Human MTG: 18.0%, Human TF: 6.6%, Human V2: 6.2%"
95,NEUR,,CCK CHGA CHGB GRP NAMPT NUCB NXPH UBL UCN VGF proSAAS,"NPSR1-AS1, AC009081.2, ERG, CCDC80, HMGA2, MYOCD, PDLIM1, CD200R1L, FSHR, GNAT3","Cerebral cortex: 89.0%, Basal forebrain: 7.0%, Hypothalamus: 3.3%","Human A25: 21.2%, Human ACC: 13.9%, Human AON: 12.5%"
96,NEUR,,CCK CHGA CHGB GRP NAMPT NUCB NXPH UBL UCN proSAAS,"HMGA2, AC129807.1, MYOCD, NPSR1-AS1, CD200R1L, ERG, COL8A1, TRIM22, FER1L6-AS2, CCDC80","Cerebral cortex: 85.1%, Amygdala: 7.0%, Basal forebrain: 5.7%","Human A38: 17.5%, Human MTG: 9.1%, Human Idg: 8.3%"
97,NEUR,,ADCYAP CCK CHGA CHGB GAL NAMPT NUCB NXPH PDYN SCG UBL VGF proSAAS,"LINC01194, GUCA1C, AC046195.2, AC023503.1, LINC02067, SLC15A5, ERG, AC092131.1, SCUBE1, IGFBP3","Cerebral cortex: 54.4%, Hippocampus: 42.5%, Amygdala: 2.1%","Human MEC: 52.6%, Human CA1: 22.6%, Human CA1U-CA2U-CA3U: 13.9%"
98,NEUR,,CBLN CCK CHGA CHGB IGF NAMPT NPY NUCB NXPH SCG UBL UCN VGF proSAAS,"ERG, CCN2, AC079949.3, SLC15A5, SCUBE1, AC002331.1, CDH24, DPP4, TNIP3, OLFML2B","Cerebral cortex: 75.6%, Basal forebrain: 10.3%, Amygdala: 7.8%","Human MTG: 8.1%, Human FI: 8.1%, Human M1C: 5.9%"
99,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG UBL UCN VGF proSAAS,"CCN2, VWA2, SLC15A5, AC092131.1, DPP4, CDH24, AL596257.1, AC002331.1, KRT17, ADTRP","Cerebral cortex: 80.0%, Basal forebrain: 11.2%, Hippocampus: 6.5%","Human FI: 11.3%, Human ACC: 10.3%, Human Cla: 8.0%"
100,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG UBL VGF proSAAS,"SLC15A5, VWA2, SULF1, AC010511.1, AC023503.1, LINC01194, LGR6, CPZ, ADTRP, CCN2","Cerebral cortex: 63.0%, Amygdala: 27.0%, Basal forebrain: 5.9%","Human AON: 9.6%, Human CMN: 9.2%, Human CEN: 7.7%"
101,NEUR,,ADCYAP CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH PTHLH SCG UBL VGF proSAAS,"AC092131.1, CCN2, AL596257.1, AC064875.1, KRT17, AC005482.1, SNHG31, AP003100.2, OLFML2B, AC022133.2","Cerebral cortex: 65.6%, Hippocampus: 29.5%, Amygdala: 4.8%","Human MEC: 48.6%, Human Sub: 17.6%, Human LEC: 16.3%"
102,NEUR,,CBLN CCK CHGA CHGB EDN IGF NAMPT NUCB NXPH SCG UBL VGF proSAAS,"AC092131.1, LINC01194, CCN2, VWA2, AC064875.1, SLC15A5, HCP5, SNHG31, AC023669.2, AP003100.2","Amygdala: 66.6%, Cerebral cortex: 28.9%, Hippocampus: 4.2%","Human La: 18.0%, Human BL: 17.0%, Human LEC: 16.4%"
103,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH PDYN SCG UBL VGF proSAAS,"CCN2, AC092131.1, VWA2, GUCA1C, SLC15A5, ITPRID1, C12orf42, F2R, LINC01735, LINC02218","Cerebral cortex: 62.0%, Hippocampus: 25.8%, Amygdala: 12.1%","Human MEC: 45.4%, Human LEC: 14.7%, Human CA1U-CA2U-CA3U: 11.3%"
104,NEUR,,CCK CHGA CHGB NAMPT NUCB NXPH PDYN SCG UBL VGF proSAAS,"AC092131.1, LINC02550, SLC15A5, CCN2, VWA2, AL663058.2, LINC00607, ADTRP, LINC02218, TRHR","Cerebral cortex: 47.1%, Hippocampus: 34.6%, Amygdala: 18.1%","Human MEC: 31.3%, Human CA1U-CA2U-CA3U: 12.2%, Human Sub: 10.7%"
105,NEUR,,ADCYAP CBLN CCK CHGA CHGB EDN IGF NAMPT NUCB NXPH SCG UBL UCN VGF proSAAS,"AL138927.1, KRT17, CCN2, AC023503.1, MDFIC, AC104689.2, SNHG31, OLFML2B, AL358335.2, LINC01680","Cerebral cortex: 80.5%, Basal forebrain: 8.4%, Hippocampus: 7.2%","Human ACC: 11.0%, Human FI: 10.2%, Human A25: 9.1%"
106,NEUR,,ADCYAP CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH SCG UBL UCN VGF proSAAS,"AC023503.1, MDFIC, AC022133.2, AL138927.1, AC104689.2, DPP4, NPFFR2, KRT17, OLFML2B, CCN2","Cerebral cortex: 99.0%, Hippocampus: 0.6%, Basal forebrain: 0.4%","Human M1C: 20.6%, Human MTG: 8.8%, Human A23: 6.8%"
107,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG UBL UCN VGF proSAAS,"AC023503.1, LINC02699, ITGA11, VWA2, AL121904.2, SYT6, DPP4, CELSR1, AACSP1, AC016598.1","Cerebral cortex: 100.0%, Amygdala: 0.0%, Hippocampus: 0.0%","Human V1C: 68.8%, Human M1C: 9.8%, Human Pro: 9.2%"
108,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB NXPH UBL proSAAS,"LINC02699, AC105021.1, LINC02726, SH2D1B, IL4R, SEMA3E, LINC02718, AC046195.1, VWA2, TMC3","Cerebral cortex: 89.4%, Hippocampus: 6.0%, Basal forebrain: 2.1%","Human M1C: 19.4%, Human A29-A30: 16.6%, Human A44-A45: 5.6%"
109,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB NXPH UBL proSAAS,"AC105021.1, AC073968.2, VWA2, IL4R, C5AR2, SEMA3E, SH2D1B, ABCC9, SGCG, ADAMTSL1","Cerebral cortex: 94.0%, Hippocampus: 3.3%, Basal forebrain: 1.8%","Human M1C: 16.5%, Human MTG: 9.8%, Human TH-TL: 5.7%"
110,NEUR,,CBLN CCK CHGA CHGB NAMPT NPY NUCB SCG UBL proSAAS,"AC105021.1, TRIM22, SULF1, C5AR2, AC073968.2, LGR6, CAV1, AC079380.1, S100Z, ABCC9","Cerebral cortex: 84.7%, Basal forebrain: 6.3%, Amygdala: 5.0%","Human FI: 9.6%, Human ACC: 9.2%, Human A38: 7.1%"
111,NEUR,,CBLN CHGA CHGB NAMPT NUCB NXPH SCG UBL VGF proSAAS,"CLPSL1, VWA2, CPZ, SULF1, AL353072.2, AC092546.1, ADTRP, MC4R, GABRQ, AC091576.1","Hippocampus: 92.5%, Amygdala: 6.3%, Cerebral cortex: 1.2%","Human CA1: 33.5%, Human CA1U-CA2U-CA3U: 27.2%, Human CA2U-CA3U: 9.3%"
112,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB UBL proSAAS,"AC092131.1, LINC01720, AC004917.1, RXFP2, CCN4, AL137191.1, CPZ, AC073968.2, AL596257.1, ADAMTSL1","Cerebral cortex: 65.2%, Hippocampus: 33.8%, Amygdala: 0.6%","Human MEC: 57.0%, Human Sub: 17.6%, Human CA1U-CA2U-CA3U: 9.7%"
113,NEUR,L5-ET,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB UBL UCN VGF proSAAS,"AC005100.1, LINC02424, AC105213.1, LINC00922, OR51E2, ERG, NAALADL2-AS2, AC128707.1, LINC02008, LINC00943","Cerebral cortex: 100.0%, Amygdala: 0.0%, Hippocampus: 0.0%","Human M1C: 73.3%, Human S1C: 14.1%, Human A43: 8.9%"
114,NEUR,L5-ET,CBLN CCK CHGA CHGB NAMPT NUCB PYY SCG UBL UCN VGF proSAAS,"CSN1S1, ERG, AP003062.2, ABCB11, MMP26, MIR1-1HG-AS1, LINC02433, AC016074.2, AL021396.1, ASGR2","Cerebral cortex: 98.4%, Hippocampus: 1.2%, Basal forebrain: 0.3%","Human M1C: 23.2%, Human MTG: 16.1%, Human A23: 9.7%"
115,NEUR,L5-ET,ADCYAP CBLN CCK CHGA CHGB GNRH NAMPT NUCB PYY SCG UBL UCN VGF proSAAS,"CSN1S1, XIST, C22orf34, AC110614.1, LINC02424, AL139379.1, LINC02008, MMP26, C14orf39, LINC01965","Cerebral cortex: 100.0%, Amygdala: 0.0%, Hippocampus: 0.0%",Human M1C: 100.0%
116,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"ERG, MIR548XHG, ABCB11, CSN1S1, ATP6V1C2, AC016074.2, MIR1-1HG-AS1, FEZF2, POU3F1, AL158058.2","Cerebral cortex: 93.4%, Amygdala: 3.3%, Basal forebrain: 2.6%","Human Idg: 22.6%, Human A38: 12.2%, Human M1C: 8.3%"
117,NEUR,L5-ET VonEcon,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"ABCB11, AC016074.2, ATP6V1C2, MIR548XHG, GABRQ, LINC00607, AP003062.2, LINC02717, FEZF2, AC068787.2","Cerebral cortex: 82.3%, Basal forebrain: 7.9%, Hypothalamus: 7.7%","Human ACC: 23.6%, Human FI: 16.3%, Human AON: 14.0%"
118,NEUR,L5-ET,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG UBL VGF proSAAS,"CSN1S1, ERG, AC005482.1, ATP6V1C2, SLC5A7, LINC02433, LINC00607, ABCB11, POU3F1, EHF","Hippocampus: 60.6%, Cerebral cortex: 26.6%, Midbrain: 11.9%","Human Sub: 36.7%, Human TH-TL: 23.9%, Human SC: 11.9%"
119,NEUR,,ADCYAP CHGA CHGB NAMPT NTS NUCB NXPH PYY SCG UBL UCN VGF proSAAS,"LINC00607, ADAM2, AC012668.3, ATP6V1C2, AL138694.1, AL356807.1, GFRA1, CLPSL1, AC092661.1, FEZF2","Hippocampus: 97.3%, Amygdala: 1.5%, Cerebral cortex: 1.3%","Human CA1: 27.4%, Human CA2U-CA3U: 17.2%, Human CA1-2R: 16.5%"
120,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"GLP2R, LINC02248, LINC02306, AC009878.2, LINC01622, CBLN2, SLCO2A1, TTC6, LINC01378, AL132633.1","Cerebral cortex: 91.5%, Hypothalamus: 4.6%, Basal forebrain: 2.9%","Human FI: 14.3%, Human M1C: 13.2%, Human ACC: 12.6%"
121,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"MUC19, LINC01331, GLP2R, AL136985.3, TTC6, AC009878.2, LINC02248, AC011287.2, LINC01622, AL353604.1","Cerebral cortex: 91.7%, Amygdala: 3.9%, Basal forebrain: 2.7%","Human A38: 13.5%, Human TH-TL: 11.4%, Human MTG: 9.6%"
122,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS,"LINC01500, CASP4LP, LINC01484, AC097512.1, PDGFD, ART3, MUC19, AC093607.1, AC021613.1, AL353604.1","Cerebral cortex: 93.9%, Basal forebrain: 2.6%, Hippocampus: 1.7%","Human MTG: 13.0%, Human Ig: 10.2%, Human TF: 8.4%"
123,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS,"LINC02263, AP001994.2, LINC02306, LINC00507, LINC00508, AC021613.1, ART3, AC110614.1, LINC01484, COL5A1","Cerebral cortex: 99.2%, Hippocampus: 0.4%, Basal forebrain: 0.3%","Human A5-A7: 8.0%, Human V2: 7.9%, Human A40: 6.9%"
124,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"LINC00507, LINC00508, AC097512.1, AC110614.1, LINC02263, LINC02306, LINC00326, AC092440.1, AC093607.1, AC110014.1","Cerebral cortex: 98.9%, Basal forebrain: 0.5%, Hippocampus: 0.2%","Human MTG: 12.5%, Human A44-A45: 10.1%, Human A13: 9.0%"
125,NEUR,,ADCYAP CART CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"LINC02306, AC110614.1, LINC00507, LINC00326, AC097512.1, LINC00508, AC092440.1, AL132633.1, CYP1B1, AC093607.1","Cerebral cortex: 98.3%, Basal forebrain: 0.9%, Amygdala: 0.4%","Human MTG: 12.0%, Human V2: 10.3%, Human A5-A7: 9.0%"
126,NEUR,,ADCYAP CBLN CCK CHGA CHGB GRP NAMPT NUCB SCG UBL UCN VGF proSAAS,"LINC01090, ADAMTS9-AS1, AC117453.1, AJ009632.2, ADGRF5, AC110014.1, LINC00390, LINC02301, AC060765.1, LINC01478","Cerebral cortex: 90.8%, Basal forebrain: 3.3%, Hypothalamus: 2.9%","Human FI: 8.2%, Human ACC: 7.9%, Human A25: 7.1%"
127,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"ADGRF5, AC018697.1, CARM1P1, AC124290.1, AL162493.1, AJ009632.2, AC124290.2, AC092848.2, AC117453.1, AC115100.1","Cerebral cortex: 90.2%, Basal forebrain: 4.2%, Amygdala: 3.4%","Human A38: 10.6%, Human ACC: 9.3%, Human FI: 9.0%"
128,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS,"AJ009632.2, MIR3976HG, LAMA2, TWIST1, VIPR2, AC087883.2, LINC02055, COL5A2, AL138694.1, SCTR","Cerebral cortex: 99.9%, Hypothalamus: 0.0%, Basal forebrain: 0.0%","Human M1C: 73.1%, Human S1C: 17.9%, Human A32: 4.1%"
129,NEUR,,ADCYAP CART CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"LINC02296, LINC00326, AC110014.1, AC016598.2, AJ009632.2, LINC01478, AC016598.1, AC008696.2, LINC00508, LINC00507","Cerebral cortex: 99.1%, Hippocampus: 0.4%, Basal forebrain: 0.4%","Human MTG: 14.4%, Human A44-A45: 8.5%, Human A46: 6.7%"
130,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"AC008568.1, AC025839.1, LINC02296, AJ009632.2, SLC38A11, AL117329.1, ENPEP, MIR3976HG, AC016598.2, MFGE8","Cerebral cortex: 97.8%, Amygdala: 0.7%, Basal forebrain: 0.7%","Human A29-A30: 18.1%, Human MTG: 12.0%, Human A23: 7.7%"
131,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"AC092353.2, LINC02306, MIR3976HG, AL132633.1, AC018742.1, AC087883.2, LAMA2, AL450313.1, DPP4, LINC01965","Cerebral cortex: 99.9%, Hypothalamus: 0.0%, Basal forebrain: 0.0%","Human M1C: 71.0%, Human S1C: 11.1%, Human A43: 3.7%"
132,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS,"CD53, DPP4, AC060765.1, LINC01721, AC112770.1, AL157769.1, VIPR2, PCSK1, AC016687.2, QRFPR","Cerebral cortex: 98.4%, Hippocampus: 0.8%, Midbrain: 0.8%","Human A29-A30: 90.9%, Human Pro: 5.1%, Human M1C: 1.2%"
133,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS,"LINC02388, AC112770.1, AC092448.1, AC126182.3, VIPR2, TRPC3, AC020637.1, IGFBP2, SLC38A11, LINC02296","Cerebral cortex: 100.0%, Basal forebrain: 0.0%, Hypothalamus: 0.0%","Human V1C: 62.9%, Human V2: 17.6%, Human Pro: 14.7%"
134,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"AL157769.1, LINC02444, VIPR2, LINC01721, COBLL1, CCDC168, CCDC68, LINC02296, SLC38A11, AC246817.1","Cerebral cortex: 99.3%, Hippocampus: 0.5%, Basal forebrain: 0.2%","Human M1C: 13.0%, Human MTG: 9.4%, Human A29-A30: 8.2%"
135,NEUR,,ADCYAP CBLN CCK CHGA CHGB GAL NAMPT NUCB NXPH SCG UBL VGF proSAAS,"LINC01915, COL22A1, AL353811.1, LINC01164, IZUMO3, AL157769.1, LINC01781, ITGA11, TWIST2, AC008459.1","Cerebral cortex: 95.4%, Basal forebrain: 2.7%, Hippocampus: 1.0%","Human M1C: 10.7%, Human A1C: 7.5%, Human MTG: 6.2%"
136,NEUR,,ADCYAP CBLN CCK CHGA CHGB CRH NAMPT NUCB PYY SCG UBL UCN VGF proSAAS,"AC099517.1, LINC02196, AC079380.1, LINC02465, AL138927.1, AC073578.2, AL450352.1, ARHGAP15, TNNT2, LINC02378","Amygdala: 54.6%, Cerebral cortex: 36.2%, Hypothalamus: 8.6%","Human CoA: 54.6%, Human AON: 28.3%, Human HTHso: 8.6%"
137,NEUR,,CBLN CCK CHGA CHGB CRH NAMPT NUCB SCG UBL UCN VGF proSAAS,"LINC02196, AC099517.1, AC079380.1, AC073578.2, ADGRL4, PKD2L1, AC021134.1, AL450352.1, TRIM22, ARHGAP15","Cerebral cortex: 94.4%, Basal forebrain: 2.1%, Hippocampus: 1.9%","Human MTG: 7.5%, Human A13: 5.6%, Human M1C: 4.6%"
138,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS,"AL450352.1, AC073578.2, AC112770.1, AC016687.2, LINC01721, AP003066.1, SCHLAP1, COBLL1, AL355672.1, VIPR2","Cerebral cortex: 96.4%, Basal forebrain: 1.2%, Hippocampus: 1.2%","Human MTG: 14.3%, Human V2: 5.2%, Human A19: 4.5%"
139,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"AC016687.2, AC016687.3, AP003066.1, AL033539.2, AC099517.1, AC073578.2, Z68323.1, AC060765.2, AC021134.1, RCSD1","Cerebral cortex: 95.2%, Basal forebrain: 1.9%, Hippocampus: 1.5%","Human MTG: 12.0%, Human M1C: 7.8%, Human A43: 4.4%"
140,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS,"AC016687.2, LINC01680, AP003066.1, AL138927.1, AC016687.3, AL033539.2, AC023503.1, AC060765.2, AC073091.1, AL353709.1","Cerebral cortex: 99.2%, Hippocampus: 0.5%, Basal forebrain: 0.2%","Human M1C: 11.6%, Human V1C: 8.4%, Human MTG: 7.5%"
141,NEUR,,CCK CHGA CHGB NAMPT NUCB PDYN SCG UBL VGF proSAAS,"AP003066.1, AC080079.2, BARX2, LINC01680, AL033539.2, AL353709.1, AL138927.1, AC073091.1, AC073091.2, TRABD2A","Cerebral cortex: 95.4%, Basal forebrain: 2.0%, Hippocampus: 1.4%","Human MTG: 7.9%, Human Ig: 6.0%, Human TF: 5.7%"
142,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"AC099517.1, Z68323.1, ADTRP, AC060765.2, AC021594.2, AL022724.3, AL359636.2, AL391117.1, AC008127.1, ALPL","Cerebral cortex: 96.0%, Hippocampus: 1.3%, Basal forebrain: 1.2%","Human M1C: 26.9%, Human MTG: 11.3%, Human S1C: 4.8%"
143,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"AC021134.1, Z68323.1, AL033539.2, AC079052.1, AC021134.2, LINC01821, TRABD2A, LINC01606, ADTRP, LINC01320","Cerebral cortex: 89.0%, Basal forebrain: 4.2%, Amygdala: 4.2%","Human MEC: 14.2%, Human ACC: 10.5%, Human A38: 9.9%"
144,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"AC021134.1, AL033539.2, TRABD2A, AC079052.1, AL138927.1, LINC01680, AL158835.1, AC073091.1, AL445207.1, Z68323.1","Cerebral cortex: 96.2%, Basal forebrain: 1.4%, Amygdala: 1.2%","Human MTG: 13.0%, Human M1C: 10.4%, Human A43: 5.0%"
145,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"AC079163.2, ONECUT1, AC016987.1, LINC02237, TWIST1, LINC01320, DCN, AGBL1, MYBPC1, CLEC19A","Cerebral cortex: 65.1%, Hippocampus: 19.6%, Amygdala: 15.0%","Human MEC: 29.7%, Human LEC: 27.4%, Human Sub: 15.1%"
146,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS,"CCN4, STPG2-AS1, AC105450.1, LINC00683, ATP10A, SNTG2, UCMA, TMEM244, FGF10, LINC02008","Amygdala: 65.4%, Cerebral cortex: 33.1%, Hypothalamus: 0.8%","Human Pir: 22.2%, Human CEN: 19.8%, Human BL: 17.2%"
147,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS,"CCN4, TMEM233, AP000331.1, THEMIS, AC079163.2, RXFP2, VIT, AC011754.1, SH2D1B, PXDN","Cerebral cortex: 65.1%, Amygdala: 19.4%, Basal forebrain: 11.8%","Human Cla: 9.4%, Human FI: 6.8%, Human Idg: 5.9%"
148,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"LINC00343, AC011754.1, THEMIS, TMEM233, AL356432.3, AC092131.1, AC079163.2, AC004917.1, AC015943.1, SH2D1B","Cerebral cortex: 85.2%, Basal forebrain: 6.0%, Amygdala: 5.0%","Human MTG: 7.7%, Human ACC: 7.4%, Human FI: 6.6%"
149,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"THEMIS, LINC00343, AL356432.3, SH2D1B, AC011754.1, AC099517.1, ISLR, MIR3976HG, AC079380.1, AL117329.1","Cerebral cortex: 98.6%, Basal forebrain: 0.6%, Hippocampus: 0.5%","Human M1C: 24.6%, Human MTG: 8.2%, Human S1C: 6.3%"
150,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL VGF proSAAS,"SMYD1, OLFML2B, SMIM32, POSTN, THEMIS, AL136119.1, MCTP2, GAS2L3, AL356432.3, NTNG2","Cerebral cortex: 95.3%, Hippocampus: 2.2%, Basal forebrain: 1.3%","Human M1C: 11.9%, Human MTG: 7.3%, Human A23: 4.7%"
151,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB PYY SCG UBL VGF proSAAS,"SMYD1, AC073225.1, AL136119.1, AL512452.1, ATP10A, NTNG2, CCN4, SMIM32, THEMIS, STPG2-AS1","Cerebral cortex: 44.8%, Amygdala: 33.6%, Basal forebrain: 21.4%","Human Cla: 20.0%, Human CEN: 18.2%, Human Pir: 10.5%"
152,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB PYY SCG UBL UCN VGF proSAAS,"AC012593.2, ANXA1, SMIM32, LINC01876, AC074099.1, LINC02505, AC112481.2, PLA2G4A, SMYD1, AL136119.1","Basal forebrain: 76.2%, Amygdala: 19.9%, Cerebral cortex: 3.8%","Human Cla: 70.7%, Human CEN: 17.6%, Human Pu: 5.6%"
153,NEUR,,CBLN CCK CHGB NAMPT NUCB UBL VGF proSAAS,"LINC02770, DCSTAMP, AC005909.2, AC068112.1, LINC01903, AL445207.1, AC022655.1, TG, PPP1R1C, LINC02073","Amygdala: 93.4%, Hippocampus: 5.3%, Cerebral cortex: 1.3%","Human BL: 77.7%, Human La: 9.7%, Human CA1U-CA2U-CA3U: 5.3%"
154,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,"DCSTAMP, AL445207.1, PTGER3, AC005909.2, LINC01821, SMIM36, AC099517.1, AC018742.1, AC022655.1, AC004704.1","Amygdala: 87.5%, Cerebral cortex: 6.8%, Hippocampus: 5.7%","Human BL: 55.4%, Human La: 20.5%, Human BM: 8.2%"
155,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH PYY UBL VGF proSAAS,"AC005909.2, LINC02770, AL445207.1, LINC01903, AC099517.1, AC022655.1, DCSTAMP, AC068112.1, LINC01821, AC115100.1","Amygdala: 99.6%, Cerebral cortex: 0.2%, Hippocampus: 0.2%","Human La: 77.0%, Human BL: 17.2%, Human CEN: 5.2%"
156,NEUR,,CBLN CCK CHGB NAMPT NUCB VGF proSAAS,"CAPN8, TACR3, TG, AC099565.1, CERS3-AS1, TRHR, AL392086.3, AL136985.3, AL136441.1, DSP","Amygdala: 78.4%, Hippocampus: 19.2%, Cerebral cortex: 2.3%","Human CMN: 38.0%, Human BL: 24.7%, Human CA1U-CA2U-CA3U: 16.5%"
